0.000000000000000000e+00,3.000080330046517862e-01,8.033004651797348572e-06,8.033004651797348572e-06
1.000000000000000000e+00,2.999975976355430118e-01,-2.402364456977057472e-06,5.630640194820291100e-06
2.000000000000000000e+00,2.999999157531220151e-01,-8.424687797381480436e-08,5.546393316846476296e-06
3.000000000000000000e+00,3.000035684428328797e-01,3.568442832890816874e-06,9.114836149737293169e-06
4.000000000000000000e+00,2.999910719538169124e-01,-8.928046183076521203e-06,1.867899666607719666e-07
5.000000000000000000e+00,2.999992118290066290e-01,-7.881709933599267970e-07,-6.013810266991548303e-07
6.000000000000000000e+00,3.000006642979391458e-01,6.642979391568992753e-07,6.291691245774444496e-08
7.000000000000000000e+00,3.000161884578858573e-01,1.618845788586842360e-05,1.625137479832616805e-05
8.000000000000000000e+00,3.000000260041836841e-01,2.600418369524959417e-08,1.627737898202141764e-05
9.000000000000000000e+00,2.999938849674049224e-01,-6.115032595066516308e-06,1.016234638695490133e-05
1.000000000000000000e+01,2.999922492050571265e-01,-7.750794942862349046e-06,2.411551444092552288e-06
1.100000000000000000e+01,3.000035944204923477e-01,3.594420492358807451e-06,6.005971936451359738e-06
1.200000000000000000e+01,2.999969510783578874e-01,-3.048921642101465324e-06,2.957050294349894415e-06
1.300000000000000000e+01,3.000079121186486897e-01,7.912118648700783297e-06,1.086916894305067771e-05
1.400000000000000000e+01,2.999940380180908805e-01,-5.961981909108349242e-06,4.907187033942328469e-06
1.500000000000000000e+01,2.999929701195408471e-01,-7.029880459141768512e-06,-2.122693425199440043e-06
1.600000000000000000e+01,3.000064953937893186e-01,6.495393789329728662e-06,4.372700364130288619e-06
1.700000000000000000e+01,2.999915753900702642e-01,-8.424609929724713453e-06,-4.051909565594424834e-06
1.800000000000000000e+01,2.999934516048124999e-01,-6.548395187488953439e-06,-1.060030475308337827e-05
1.900000000000000000e+01,3.000049762899164030e-01,4.976289916414078363e-06,-5.624014836669299910e-06
2.000000000000000000e+01,2.999982686166538515e-01,-1.731383346137427282e-06,-7.355398182806727192e-06
2.100000000000000000e+01,3.000021113341436174e-01,2.111334143628518234e-06,-5.244064039178208958e-06
2.200000000000000000e+01,3.000066753715406875e-01,6.675371540698638029e-06,1.431307501520429071e-06
2.300000000000000000e+01,2.999994179225293767e-01,-5.820774706122300302e-07,8.492300309081990406e-07
2.400000000000000000e+01,3.000046624432129438e-01,4.662443212954947569e-06,5.511673243863146610e-06
2.500000000000000000e+01,3.000036966711287501e-01,3.696671128761153113e-06,9.208344372624299723e-06
2.600000000000000000e+01,3.000037959514924024e-01,3.795951492413518480e-06,1.300429586503781820e-05
2.700000000000000000e+01,3.000040920227156072e-01,4.092022715618259809e-06,1.709631858065607801e-05
2.800000000000000000e+01,3.000157473287201615e-01,1.574732872017259311e-05,3.284364730082867112e-05
2.900000000000000000e+01,2.999986445877841357e-01,-1.355412215853224467e-06,3.148823508497544665e-05
3.000000000000000000e+01,3.000029146898702814e-01,2.914689870292530571e-06,3.440292495526797723e-05
3.100000000000000000e+01,2.999930415990798571e-01,-6.958400920131779799e-06,2.744452403513619743e-05
3.200000000000000000e+01,3.000033269395871449e-01,3.326939587156019229e-06,3.077146362229221666e-05
3.300000000000000000e+01,3.000045640746483722e-01,4.564074648383265043e-06,3.533553827067548170e-05
3.400000000000000000e+01,2.999965997114833471e-01,-3.400288516641758463e-06,3.193524975403372324e-05
3.500000000000000000e+01,3.000120529349549758e-01,1.205293495498693801e-05,4.398818470902066124e-05
3.600000000000000000e+01,2.999993577294654545e-01,-6.422705345343615591e-07,4.334591417448629969e-05
3.700000000000000000e+01,2.999997058232639069e-01,-2.941767360820080057e-07,4.305173743840429168e-05
3.800000000000000000e+01,2.999998094415403660e-01,-1.905584596229026317e-07,4.286117897878138905e-05
3.900000000000000000e+01,3.000040029116071705e-01,4.002911607181580678e-06,4.686409058596296973e-05
4.000000000000000000e+01,3.000026132462011441e-01,2.613246201155217108e-06,4.947733678711818683e-05
4.100000000000000000e+01,3.000039066679856536e-01,3.906667985664746823e-06,5.338400477278293366e-05
4.200000000000000000e+01,3.000063557527377633e-01,6.355752737774444938e-06,5.973975751055737859e-05
4.300000000000000000e+01,2.999953547093034412e-01,-4.645290696547732523e-06,5.509446681400964607e-05
4.400000000000000000e+01,3.000193026581129407e-01,1.930265811295184264e-05,7.439712492696148871e-05
4.500000000000000000e+01,2.999965633585207625e-01,-3.436641479226398843e-06,7.096048344773508987e-05
4.600000000000000000e+01,3.000081410890697575e-01,8.141089069768625563e-06,7.910157251750371543e-05
4.700000000000000000e+01,3.000072856771625052e-01,7.285677162516268623e-06,8.638724968001998405e-05
4.800000000000000000e+01,2.999908988824034339e-01,-9.101117596554963995e-06,7.728613208346502006e-05
4.900000000000000000e+01,2.999965234524500923e-01,-3.476547549896569222e-06,7.380958453356845084e-05
5.000000000000000000e+01,3.000040496244069099e-01,4.049624406921026321e-06,7.785920894048947716e-05
5.100000000000000000e+01,2.999964183206867419e-01,-3.581679313247043694e-06,7.427752962724243346e-05
5.200000000000000000e+01,3.000019642705087364e-01,1.964270508747478772e-06,7.624180013598991223e-05
5.300000000000000000e+01,2.999832973539567349e-01,-1.670264604325399915e-05,5.953915409273591308e-05
5.400000000000000000e+01,3.000061740167107027e-01,6.174016710713825518e-06,6.571317080344973860e-05
5.500000000000000000e+01,2.999979224846771042e-01,-2.077515322884693205e-06,6.363565548056504539e-05
5.600000000000000000e+01,3.000001509417474232e-01,1.509417474343521803e-07,6.378659722799939757e-05
5.700000000000000000e+01,3.000016519606394372e-01,1.651960639448279977e-06,6.543855786744767755e-05
5.800000000000000000e+01,2.999775219447395891e-01,-2.247805526039980961e-05,4.296050260704786794e-05
5.900000000000000000e+01,2.999953825133139240e-01,-4.617486686064875556e-06,3.834301592098299238e-05
6.000000000000000000e+01,3.000003306675635417e-01,3.306675635528222301e-07,3.867368348453581461e-05
6.100000000000000000e+01,3.000044290690585536e-01,4.429069058564660821e-06,4.310275254310047544e-05
6.200000000000000000e+01,3.000048923237884635e-01,4.892323788474595148e-06,4.799507633157507058e-05
6.300000000000000000e+01,2.999926508391313473e-01,-7.349160868641568811e-06,4.064591546293350177e-05
6.400000000000000000e+01,2.999967597135494435e-01,-3.240286450545415420e-06,3.740562901238808635e-05
6.500000000000000000e+01,3.000027077067550230e-01,2.707706755034067214e-06,4.011333576742215357e-05
6.600000000000000000e+01,3.000076217270376544e-01,7.621727037665504412e-06,4.773506280508765798e-05
6.700000000000000000e+01,3.000006180417393309e-01,6.180417393419901373e-07,4.835310454442964812e-05
6.800000000000000000e+01,3.000005843316902454e-01,5.843316902565121040e-07,4.893743623468616022e-05
6.900000000000000000e+01,2.999912028511761419e-01,-8.797148823846967503e-06,4.014028741083919272e-05
7.000000000000000000e+01,2.999887960984937152e-01,-1.120390150627370573e-05,2.893638590456548698e-05
7.100000000000000000e+01,3.000010550440631585e-01,1.055044063169585655e-06,2.999142996773507264e-05
7.200000000000000000e+01,3.000039476762549340e-01,3.947676254945076124e-06,3.393910622268014876e-05
7.300000000000000000e+01,2.999888821964276642e-01,-1.111780357232472483e-05,2.282130265035542394e-05
7.400000000000000000e+01,2.999980272657212232e-01,-1.972734278765653215e-06,2.084856837158977072e-05
7.500000000000000000e+01,2.999906668157879541e-01,-9.333184212034772997e-06,1.151538415955499772e-05
7.600000000000000000e+01,3.000040494511553302e-01,4.049451155341277087e-06,1.556483531489627481e-05
7.700000000000000000e+01,3.000016055470740017e-01,1.605547074012836362e-06,1.717038238890911117e-05
7.800000000000000000e+01,3.000034154315754931e-01,3.415431575504168649e-06,2.058581396441327982e-05
7.900000000000000000e+01,2.999948772362947547e-01,-5.122763705234234521e-06,1.546305025917904530e-05
8.000000000000000000e+01,3.000024287524035160e-01,2.428752403527134618e-06,1.789180266270617992e-05
8.100000000000000000e+01,3.000138353582733064e-01,1.383535827331749957e-05,3.172716093602367948e-05
8.200000000000000000e+01,3.000023680098085621e-01,2.368009808573212638e-06,3.409517074459689212e-05
8.300000000000000000e+01,2.999996779918017720e-01,-3.220081982169276102e-07,3.377316254637996451e-05
8.400000000000000000e+01,3.000084883541525582e-01,8.488354152569321798e-06,4.226151669894928631e-05
8.500000000000000000e+01,3.000058110896207109e-01,5.811089620721965332e-06,4.807260631967125164e-05
8.600000000000000000e+01,2.999961127116071991e-01,-3.887288392789844949e-06,4.418531792688140669e-05
8.700000000000000000e+01,3.000037367279679290e-01,3.736727967940112194e-06,4.792204589482151889e-05
8.800000000000000000e+01,2.999919589230941042e-01,-8.041076905884736448e-06,3.988096898893678244e-05
8.900000000000000000e+01,3.000001009419344111e-01,1.009419344222273196e-07,3.998191092335900976e-05
9.000000000000000000e+01,2.999965145823419443e-01,-3.485417658044553946e-06,3.649649326531445581e-05
9.100000000000000000e+01,2.999989040100333182e-01,-1.095989966670707361e-06,3.540050329864374845e-05
9.200000000000000000e+01,3.000022341548793658e-01,2.234154879376948344e-06,3.763465817802069679e-05
9.300000000000000000e+01,3.000062095237638893e-01,6.209523763900381965e-06,4.384418194192107876e-05
9.400000000000000000e+01,2.999890907129224571e-01,-1.090928707753180404e-05,3.293489486438927472e-05
9.500000000000000000e+01,3.000075683018436079e-01,7.568301843619007485e-06,4.050319670800828220e-05
9.600000000000000000e+01,2.999885755641272245e-01,-1.142443587276442685e-05,2.907876083524385535e-05
9.700000000000000000e+01,3.000036031126590563e-01,3.603112659067431167e-06,3.268187349431128652e-05
9.800000000000000000e+01,2.999925956266842886e-01,-7.404373315700318869e-06,2.527750017861096765e-05
9.900000000000000000e+01,3.000100384243169493e-01,1.003842431696044812e-05,3.531592449557141578e-05
1.000000000000000000e+02,3.000017539479624129e-01,1.753947962424007301e-06,3.706987245799542308e-05
1.010000000000000000e+02,3.000072970898198244e-01,7.297089819835456126e-06,4.436696227783087920e-05
1.020000000000000000e+02,2.999976514060290755e-01,-2.348593970913359641e-06,4.201836830691751956e-05
1.030000000000000000e+02,3.000014243413849369e-01,1.424341384947958034e-06,4.344270969186547759e-05
1.040000000000000000e+02,3.000098992116756458e-01,9.899211675656882647e-06,5.334192136752236024e-05
1.050000000000000000e+02,3.000053950352589149e-01,5.395035258926039745e-06,5.873695662644839999e-05
1.060000000000000000e+02,2.999941755176347424e-01,-5.824482365246463900e-06,5.291247426120193609e-05
1.070000000000000000e+02,3.000139934831957955e-01,1.399348319580662192e-05,6.690595745700855801e-05
1.080000000000000000e+02,2.999977888744508325e-01,-2.211125549156367498e-06,6.469483190785219051e-05
