-4.319024130806925488e-05,2.247177266553879171e-05,1.886641489133866756e-04,9.610121628003676086e-05,-2.325252931749399732e-05,1.382983804283088869e-04,1.452607871517408444e-05,-7.965109138363679619e-06,2.247177266553879171e-05,4.819660404106057561e-04
-8.739511705685432119e-06,1.909504143501744577e-04,3.790388248999798648e-04,3.411354515790998576e-04,-1.345547028687443802e-04,9.510813912023963201e-05,-1.226838645615457857e-05,-2.096255421946274788e-04,-3.234748984366764279e-05,8.104214161835654462e-04
-1.365851554824409897e-04,-3.637398783289114146e-05,1.199822554150548060e-04,3.297223657824921439e-04,-3.073112992093146589e-04,-2.217153981889652403e-04,2.457697668749175834e-04,-4.369499443776930780e-04,6.255162261212254826e-05,5.146793298588941967e-04
-1.141133828169021980e-04,-7.956422914096039634e-05,1.424540280805935977e-04,3.690958793286930328e-04,-5.063917612005558455e-04,-3.509025031292883900e-04,2.479075194426194617e-04,-5.486635295482433783e-04,2.512157715255092238e-04,4.342911613584021779e-04
9.357609513642450860e-05,2.928178990894980682e-05,4.729946955284169974e-05,-1.544030942583762833e-04,-2.483536078694836835e-04,-3.464484478611501439e-04,4.624708638635566249e-05,-2.061114192388052713e-04,-2.881561932283061012e-05,2.286289866045704278e-04
4.198953441318931112e-04,-2.606382121876638092e-04,-9.814038415892345490e-05,-5.658767245229623377e-04,-1.928544628221340318e-05,-3.402792167678664326e-04,2.326644320227999607e-04,-5.025253173071009272e-04,-1.239701778505825081e-04,4.358287349412598433e-04
2.797803807304821699e-04,-1.491944414287182941e-04,2.698633454511351060e-04,-5.511745557277430985e-04,1.693787026311732724e-04,-1.503200781140384690e-04,4.011430737074356268e-04,-4.599626159531994274e-04,-4.451621543607314768e-04,3.386858842970019712e-04
8.713183975023186534e-05,-1.599233355168844239e-04,3.018146415276340422e-04,-6.771802866290116407e-04,7.314795637734794465e-05,-1.356179093188192297e-04,2.283864773668653481e-04,-4.829900429505484816e-04,-3.975973638564028745e-04,7.962931481207691231e-05
-1.401925624328337339e-04,-3.610356716999829629e-04,2.178325067929420822e-05,-8.059254869976356650e-04,-1.861996495695905640e-05,-3.166846320073329890e-04,1.959015267666980309e-04,-1.404379326411103746e-04,-3.509281248828127753e-04,2.733551911353326869e-05
2.606034494330722318e-04,-5.707921249144404241e-04,1.178844669593309691e-04,-9.747589526653416270e-04,-2.118801557520338941e-04,-3.246497411456966686e-04,2.458320949165621050e-04,-2.375807832853682466e-04,-3.588932340211764549e-04,-4.961634544735360475e-04
5.092557293942950869e-04,-7.602181326916424009e-04,3.474377114248555776e-04,-1.375123190402768869e-03,-7.018496175031918582e-05,-6.203918274703679181e-04,4.357912335703900686e-04,-3.036806030833338887e-04,-8.091274562078559773e-04,-3.062043158197080839e-04
4.374583279577043404e-04,-8.622945468678283598e-04,5.765058730121258579e-04,-1.636643787000902073e-03,6.481765620042212461e-05,-7.316940010216183010e-04,4.370472229269090070e-04,-1.569947498913093487e-04,-6.014379782545292707e-04,-3.549988175649276823e-04
4.353906603851986912e-04,-6.907127729125495108e-04,7.664650116659538215e-04,-1.747945960552152456e-03,2.938858177876924049e-04,-9.077905444606765295e-04,8.797390348884021050e-04,-6.089353361127258779e-05,-4.631395978262203839e-04,-4.098180800741341168e-04
2.899508066734335365e-04,-5.645818539990327123e-04,1.764031455082082367e-04,-1.579467318867516790e-03,1.433902919454888014e-04,-1.089282537732272349e-03,9.885850539383123081e-04,3.974848498323052537e-04,-4.350451620354911508e-04,-4.330706093916281141e-04
1.136248060669142745e-04,-3.961032123143970463e-04,2.031825885747268190e-04,-1.431178809159175391e-03,7.358601994779390143e-05,-8.726090418153392703e-04,9.169574321589157861e-04,5.182211178420270681e-04,-3.376189734463630465e-04,-2.662024062272672076e-04
-1.737604258242597677e-04,-1.794297163974639675e-04,4.601994666157543934e-04,-1.489685612463709230e-03,2.125798891971092397e-04,-1.220121035860693981e-03,8.846928660249386844e-04,5.291947655371442849e-04,-5.900067519695739726e-05,-4.862085784865244342e-04
2.050872346574666993e-04,-4.612683107402260063e-04,4.826712392812931851e-04,-1.491753280036214879e-03,5.423763667976311265e-05,-1.251459415083464033e-03,8.091098810334568237e-04,4.860045242290750300e-04,4.359271756343569004e-04,-4.058309483462585465e-04
3.433856150857755862e-04,7.019108317612987591e-05,6.446782460202971077e-04,-1.841231302555243476e-03,-1.207674493555049855e-04,-1.510515984568389092e-03,9.222313895192735256e-04,5.007066930242942693e-04,2.342667425780931012e-04,-2.265214747035615428e-04
3.637480461982506297e-04,2.139658143091027753e-05,6.004091570318698112e-04,-1.818759529889704685e-03,-3.524805274876530170e-05,-1.388599653189298566e-03,1.041629821574477366e-03,5.473759319978843685e-04,1.225531574075428010e-04,-1.371494922605687172e-04
3.163079114953254445e-04,1.581809345775064823e-04,5.408010798207685266e-04,-1.952404349998465571e-03,-4.666113854537301542e-05,-1.415394118360627229e-03,9.299162364039270656e-04,6.434771482779211293e-04,4.697017241606094018e-05,-2.146874309827406790e-06
