-1.424613055836046211e-04,1.773296401416043794e-04,1.224103463095269420e-06,-3.714399863019471164e-05,6.636932263519627027e-05,-5.965585488119321683e-05,-7.338549281869549603e-05,-3.881434289791901426e-05,9.267052936945061048e-06,-1.121485439245511898e-04
-1.205806893942379995e-04,2.487041108380880390e-04,-1.199065986623033516e-04,3.423047206628894792e-05,-5.649034550120183608e-06,-1.343636601918146017e-04,6.646471202631954334e-05,-2.571741205474522163e-05,-7.017969632741810973e-05,-2.662276795586551812e-04
-1.522938395055211573e-04,2.368044732055363515e-04,-2.739857342964073430e-04,1.740806769113039873e-04,-2.406168919464669095e-05,-2.628558187689564868e-05,-8.761442360778444807e-05,-1.284239823172081667e-05,-8.207933395996979721e-05,-1.971862395899960825e-04
-3.063729751396251488e-04,2.013799831680805966e-04,-2.686741875107079118e-04,9.336232538283909931e-05,-1.781408248287506824e-04,-7.950544226031095243e-05,1.279793492880078754e-04,1.322492441502074031e-04,-1.070486326348613765e-05,-1.466349702957726354e-05
-4.378694581858184063e-04,3.412301880130956359e-04,-1.946417124353665151e-04,8.146268775028741183e-05,-8.371865378569375536e-05,-7.613899803828277739e-05,8.916500639008886116e-05,1.541298603395740248e-04,-2.260450089603782513e-05,-2.432259353277870266e-04
-2.684031965657244839e-04,1.871510523789916445e-04,-4.134009847205713257e-04,4.603819771283165687e-05,-3.122810920839035184e-04,-4.764527341799117827e-06,-4.233147665610439633e-05,-3.433298860061454773e-05,-3.186010968230326180e-05,-2.551255729603387140e-04
-3.404215537510409378e-04,3.307191674488765311e-05,-5.255495286451225155e-04,1.824226404514929555e-04,-3.196551164582852505e-04,-1.271868906446093316e-04,-1.379920907862582612e-05,1.390174202210115936e-04,-2.259305674535820076e-05,-3.769150186292635155e-04
-3.391974502879456684e-04,1.360008332204963415e-04,-7.140123775853110880e-04,1.775153575297568282e-04,-3.123497284507672231e-04,-3.255491263891585347e-04,6.023326599671557056e-05,7.123938003601943195e-05,-1.922661252333002571e-05,-5.084115016754567730e-04
-4.706939333341389258e-04,4.760837527538106483e-05,-7.494368676227668429e-04,1.178595026485636113e-04,-1.395046173917216612e-05,-3.162820734522134736e-04,4.364613259876860309e-05,1.771353649804949682e-04,-1.416489758261402394e-04,-4.673661818079458520e-04
-6.247730689682429173e-04,-2.709943003524032008e-05,-8.214552248080832968e-04,-1.363698039762964616e-05,-4.759740301012670670e-06,-2.133531569766047853e-04,3.439052381250316641e-05,4.563888193430171072e-05,-2.841102814097448605e-04,-3.614701968634703158e-04
-6.296803518899790446e-04,-3.899906766779200756e-05,-8.878267086511103202e-04,9.225900454684589011e-05,3.628557956649825032e-05,-3.255017009011559751e-04,1.373194402881118548e-04,-5.079349029861771839e-05,-3.252296451117710901e-04,-4.085164972392857060e-04
-5.296512644102724463e-04,-1.930782033018959990e-04,-9.410465690345256240e-04,-6.182013108725810131e-05,4.359096757401627765e-05,-4.049484501655191459e-04,-1.675969534599213665e-05,-1.629420342231689082e-04,-3.640439880096901044e-04,-3.852340485256076094e-04
-5.326532816358421542e-04,-3.148676489708208005e-04,-9.000012491670147030e-04,-1.666852168822640680e-04,-5.284140465890315146e-05,-2.938546133376928856e-04,-3.334682874393910413e-05,-5.704604927869337191e-05,-3.957571381209732623e-04,-4.586195413443031055e-04
