nGrover,r,AngleFrac,Bias,NumSamp,NumEnd
127.0,42.0,0.6097560975609756,,10000.0,0.0
127.0,42.0,0.6341463414634146,,10000.0,0.0
127.0,42.0,0.6585365853658537,,10000.0,0.0
127.0,42.0,0.6829268292682927,,10000.0,0.0
127.0,42.0,0.7073170731707318,,10000.0,0.0
127.0,42.0,0.7317073170731707,,10000.0,0.0
127.0,42.0,0.7560975609756098,,10000.0,0.0
127.0,42.0,0.7804878048780488,,10000.0,0.0
127.0,42.0,0.8048780487804879,,10000.0,0.0
127.0,42.0,0.8292682926829269,,10000.0,0.0
127.0,42.0,0.8536585365853658,,10000.0,0.0
127.0,42.0,0.8780487804878049,,10000.0,0.0
127.0,42.0,0.9024390243902439,,10000.0,0.0
127.0,42.0,0.926829268292683,,10000.0,0.0
127.0,42.0,0.951219512195122,,10000.0,0.0
127.0,42.0,0.975609756097561,,10000.0,0.0
128.0,42.0,0.024390243902439025,,10000.0,0.0
128.0,42.0,0.04878048780487805,,10000.0,0.0
128.0,42.0,0.07317073170731708,,10000.0,0.0
128.0,42.0,0.0975609756097561,,10000.0,0.0
128.0,42.0,0.12195121951219512,,10000.0,0.0
128.0,42.0,0.14634146341463417,,10000.0,0.0
128.0,42.0,0.17073170731707318,,10000.0,0.0
128.0,42.0,0.1951219512195122,,10000.0,0.0
128.0,42.0,0.21951219512195122,,10000.0,0.0
128.0,42.0,0.24390243902439024,,10000.0,0.0
128.0,42.0,0.2682926829268293,,10000.0,0.0
128.0,42.0,0.29268292682926833,,10000.0,0.0
128.0,42.0,0.3170731707317073,,10000.0,0.0
128.0,42.0,0.34146341463414637,,10000.0,0.0
128.0,42.0,0.36585365853658536,,10000.0,0.0
128.0,42.0,0.3902439024390244,,10000.0,0.0
128.0,42.0,0.41463414634146345,,10000.0,0.0
128.0,42.0,0.43902439024390244,,10000.0,0.0
128.0,42.0,0.4634146341463415,,10000.0,0.0
128.0,42.0,0.4878048780487805,,10000.0,0.0
128.0,42.0,0.5121951219512195,,10000.0,0.0
128.0,42.0,0.5365853658536586,,10000.0,0.0
128.0,42.0,0.5609756097560976,,10000.0,0.0
128.0,42.0,0.5853658536585367,,10000.0,0.0
128.0,42.0,0.6097560975609756,,10000.0,0.0
128.0,42.0,0.6341463414634146,,10000.0,0.0
128.0,42.0,0.6585365853658537,0.0009664972630293867,10000.0,1.0
128.0,42.0,0.6829268292682927,0.0007088875910690184,10000.0,24.0
128.0,42.0,0.7073170731707318,0.0004511884609165462,10000.0,148.0
128.0,42.0,0.7317073170731707,0.00019339996420242311,10000.0,527.0
128.0,42.0,0.7560975609756098,-6.336609054614986e-05,10000.0,617.0
128.0,42.0,0.7804878048780488,-0.0003078575076453188,10000.0,379.0
128.0,42.0,0.8048780487804879,-0.0004132735116994562,10000.0,129.0
128.0,42.0,0.8292682926829269,-6.575112695337635e-05,10000.0,52.0
128.0,42.0,0.8536585365853658,0.0005348543758581895,10000.0,203.0
128.0,42.0,0.8780487804878049,0.00033446637026501207,10000.0,1704.0
128.0,42.0,0.9024390243902439,8.368946432419983e-05,10000.0,4905.0
128.0,42.0,0.926829268292683,-0.0001613663470883373,10000.0,3778.0
128.0,42.0,0.951219512195122,-0.0004048569844473948,10000.0,581.0
128.0,42.0,0.975609756097561,-0.0006585249962750561,10000.0,6.0
129.0,43.0,0.024390243902439025,0.0006526501557087318,10000.0,8.0
129.0,43.0,0.04878048780487805,0.00040877954058075476,10000.0,558.0
129.0,43.0,0.07317073170731708,0.00016848314975117287,10000.0,3882.0
129.0,43.0,0.0975609756097561,-7.318024947548256e-05,10000.0,5122.0
129.0,43.0,0.12195121951219512,-0.0003267178771040254,10000.0,1857.0
129.0,43.0,0.14634146341463417,-0.0005425947645057624,10000.0,231.0
129.0,43.0,0.17073170731707318,0.00021609884559805053,10000.0,77.0
129.0,43.0,0.1951219512195122,0.0004266121101710445,10000.0,229.0
129.0,43.0,0.21951219512195122,0.0002647563711328622,10000.0,714.0
129.0,43.0,0.24390243902439024,2.685635647325533e-05,10000.0,1161.0
